claim_id,policy_start,incident_date,claim_amount,state,vehicle_type,incident_type,fact_of_loss,reported_by,policy_limit,insured_age,prior_claims_count,fraud_flag,severity_score,days_to_incident
BNBWGSKWD,2019-10-23,2020-06-06,15879.02,VT,SUV,Head-on Collision,V2 turned left and struck the side of V1,insured,93406,75,5,0,0.17,227
3X2KB6JY5,2018-07-18,2019-01-29,25765.32,MA,Van,Weather Damage,V2 rear-ended V1 while stopped at a red light,insured,92019,71,1,0,0.28,195
R1SPPN74P,2022-10-30,2023-03-05,15071.88,VI,Van,Theft,Hailstorm caused significant roof and hood damage to V1,claimant,21228,35,4,1,0.71,126
F4IO2XM43,2022-12-22,2023-01-13,51000.0,CT,Van,Backing Collision,V1 was missing after being parked overnight,insured,100000,80,1,0,0.51,22
O8JOCUJVX,2022-08-06,2023-04-20,16765.7,VT,SUV,Side-impact,V2 entered wrong lane and collided with V1,insured,19495,80,4,0,0.86,257
HSHV1Y04Z,2021-09-26,2022-05-09,80000.0,NV,SUV,Head-on Collision,V1 was damaged by falling tree during storm,insured,100000,18,1,0,0.8,225
4VCVZPVWL,2022-03-11,2022-11-18,51504.34,CO,SUV,Head-on Collision,V2 was behind V1 when it began backing up,claimant,97178,39,1,0,0.53,252
L5V2H31PH,2019-11-05,2020-11-01,11208.78,VI,SUV,Side-impact,V2 was behind V1 when it began backing up,claimant,21978,70,5,0,0.51,362
EIV6DDZV7,2022-08-20,2023-06-22,69357.0,DE,Sedan,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,claimant,92476,70,4,0,0.75,306
TXX6LK7IA,2021-06-04,2021-10-20,2550.0,IN,SUV,Side-impact,V1 was missing after being parked overnight,claimant,15000,29,1,0,0.17,138
ZGQ095EGV,2018-06-03,2018-06-08,4200.0,WA,Van,Weather Damage,V2 rear-ended V1 while stopped at a red light,insured,15000,79,0,0,0.28,5
T67K37FOQ,2018-03-18,2018-10-12,77832.8,WA,SUV,Head-on Collision,V2 was behind V1 when it began backing up,claimant,97291,24,1,0,0.8,208
SR41S6EQX,2019-09-29,2020-09-28,1000.0,KY,Truck,Rear-end Collision,V2 crossed centerline and hit V1 head-on,insured,100000,25,0,0,0.01,365
XCX9KNBZ9,2018-01-19,2018-09-05,26741.68,KY,Coupe,Rear-end Collision,V1 was reported stolen from insured’s driveway,claimant,47753,80,4,0,0.56,229
H0UNL0UT5,2018-12-29,2019-10-25,4200.0,SD,Van,Weather Damage,V1 was reported stolen from insured’s driveway,claimant,15000,64,1,0,0.28,300
JAYSYWU2G,2018-05-17,2019-03-07,524.45,NY,Coupe,Weather Damage,V2 failed to stop and struck V1 from behind,insured,52445,32,1,0,0.01,294
YIAW7FOE4,2022-07-01,2023-01-12,34171.72,AK,Coupe,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,92356,60,0,0,0.37,195
C5PNEDL60,2020-07-12,2021-02-24,90781.0,WV,Coupe,Side-impact,V2 rear-ended V1 while stopped at a red light,claimant,90781,48,1,0,1.0,227
YOKR78L1M,2020-06-08,2021-05-06,7822.8,FL,Coupe,Head-on Collision,V1 was missing after being parked overnight,claimant,19557,44,2,0,0.4,332
RD8JPABSM,2021-12-22,2022-08-21,13656.16,TX,SUV,Rear-end Collision,V1 was missing after being parked overnight,claimant,24386,19,2,0,0.56,242
2OTEYMOML,2022-03-26,2022-05-15,40798.4,VT,Truck,Rear-end Collision,V2 crossed centerline and hit V1 head-on,insured,94880,18,1,0,0.43,50
F65J1VRKF,2019-06-19,2019-12-11,60799.2,OR,SUV,Side-impact,V2 crossed centerline and hit V1 head-on,claimant,92120,75,1,0,0.66,175
4HT69A143,2022-02-15,2022-03-04,69583.2,CO,Coupe,Weather Damage,V2 crossed centerline and hit V1 head-on,insured,86979,80,5,0,0.8,17
50Q8OBW3J,2021-05-10,2021-06-02,27182.7,NY,Truck,Side-impact,Hailstorm caused significant roof and hood damage to V1,claimant,90609,45,1,0,0.3,23
6SOG2LBWT,2020-11-09,2020-11-14,4905.68,NE,Sedan,Side-impact,V2 rear-ended V1 while stopped at a red light,claimant,18868,78,2,1,0.26,5
BV50HYA1W,2018-09-28,2018-10-03,86187.92,WV,Sedan,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,insured,94712,80,0,0,0.91,5
3RR43UR4M,2019-03-08,2019-04-01,9300.0,WV,Truck,Weather Damage,Hailstorm caused significant roof and hood damage to V1,insured,15000,78,1,0,0.62,24
FJHOJALBH,2022-04-03,2022-04-22,78000.0,NV,Van,Backing Collision,V1 was reported stolen from insured’s driveway,insured,100000,80,1,0,0.78,19
1NYKS9URX,2021-07-18,2022-04-18,332.2,GA,Van,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,33220,60,0,0,0.01,274
IJAM31BXP,2019-10-22,2019-10-27,68537.7,OH,SUV,Theft,Hailstorm caused significant roof and hood damage to V1,claimant,97911,55,4,1,0.7,5
GWJX3BID6,2020-08-31,2020-09-28,30028.8,AS,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,50048,30,1,0,0.6,28
V1LK4AGLB,2018-12-21,2019-06-11,5691.4,NY,Van,Backing Collision,V2 crossed centerline and hit V1 head-on,claimant,25870,62,2,0,0.22,172
D0XQTQV8E,2022-01-31,2022-02-05,1035.66,MA,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,17261,56,5,1,0.06,5
LSPJ6SFAS,2022-03-26,2023-01-10,5850.0,KY,Sedan,Side-impact,V2 entered wrong lane and collided with V1,claimant,15000,46,1,0,0.39,290
04LX5Z3JU,2022-07-22,2023-04-16,29000.0,DE,Truck,Side-impact,V2 ran a stop sign and hit the side of V1,insured,100000,30,1,0,0.29,268
FXH8P0MTZ,2019-01-25,2019-04-22,77000.0,VT,SUV,Theft,Hailstorm caused significant roof and hood damage to V1,insured,100000,74,0,0,0.77,87
1FPR7H4PZ,2018-03-18,2018-03-23,1202.1,WV,Sedan,Side-impact,V2 turned left and struck the side of V1,claimant,20035,59,3,1,0.06,5
NGVXXYN9T,2022-02-21,2022-08-19,5132.16,IL,Truck,Theft,Hailstorm caused significant roof and hood damage to V1,insured,15552,75,0,0,0.33,179
61QSKFNNM,2019-06-17,2019-06-22,12000.0,MA,Coupe,Weather Damage,V2 rear-ended V1 while stopped at a red light,claimant,15000,79,5,1,0.8,5
LWVAPFE0H,2022-02-17,2022-09-09,19031.4,MT,SUV,Theft,V2 rear-ended V1 while stopped at a red light,claimant,21146,69,2,1,0.9,204
RQSU95IYU,2019-01-07,2019-05-02,17927.28,AK,Coupe,Theft,V2 ran a stop sign and hit the side of V1,claimant,49798,63,5,1,0.36,115
B31P35ZWQ,2021-05-24,2021-07-31,21620.28,DC,SUV,Theft,V1 was damaged by falling tree during storm,claimant,49137,44,3,1,0.44,68
YT39UZC2P,2022-12-02,2023-05-29,1000.0,SC,Coupe,Rear-end Collision,V1 was reported stolen from insured’s driveway,insured,100000,21,0,0,0.01,178
LHS95TWBQ,2018-02-28,2019-01-09,100000.0,CO,Van,Head-on Collision,V1 was damaged by falling tree during storm,claimant,100000,75,0,0,1.0,315
HSMCRCUN9,2022-01-29,2022-03-20,96612.0,IA,Truck,Weather Damage,V2 was behind V1 when it began backing up,insured,99600,58,0,0,0.97,50
1WG3HJSOS,2018-03-04,2018-03-09,15157.5,MT,Van,Rear-end Collision,V1 was reported stolen from insured’s driveway,insured,17625,68,1,0,0.86,5
58YOFVYG7,2021-10-03,2022-08-25,29882.67,AK,Truck,Side-impact,V2 turned left and struck the side of V1,claimant,44601,60,4,0,0.67,326
2VWMD5TFU,2021-11-08,2021-11-30,20134.32,AK,Truck,Backing Collision,V2 entered wrong lane and collided with V1,insured,46824,80,3,0,0.43,22
2SNX1SE3X,2022-06-13,2022-07-01,968.01,VT,Coupe,Weather Damage,V2 was behind V1 when it began backing up,insured,96801,80,4,0,0.01,18
R6N18BEQE,2019-04-09,2019-07-17,5000.0,WA,Van,Head-on Collision,V2 entered wrong lane and collided with V1,claimant,100000,80,3,0,0.05,99
RFTNVIJZX,2019-02-11,2019-04-02,13000.0,FL,Sedan,Rear-end Collision,V2 failed to stop and struck V1 from behind,claimant,100000,41,2,0,0.13,50
4XVQBZBRQ,2019-01-12,2019-07-16,5938.6,WA,Coupe,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,claimant,25820,32,0,0,0.23,185
W5259GMQ2,2022-07-29,2023-04-25,15000.0,IL,Coupe,Weather Damage,V1 was missing after being parked overnight,insured,15000,53,2,1,1.0,270
P014X5DLW,2022-10-15,2023-10-15,10950.0,VT,Truck,Weather Damage,V2 turned left and struck the side of V1,insured,15000,68,1,0,0.73,365
Y1P6MXSWY,2022-03-25,2023-01-06,79066.15,GA,SUV,Side-impact,V1 struck V2 while reversing from parking spot,insured,93019,71,0,0,0.85,287
0SZKBNSH8,2022-11-21,2022-12-24,79185.15,AS,SUV,Theft,V2 rear-ended V1 while stopped at a red light,claimant,93159,63,1,1,0.85,33
LLRB7DFIX,2019-05-09,2019-11-11,12941.6,UT,Van,Weather Damage,Hailstorm caused significant roof and hood damage to V1,claimant,23110,61,1,0,0.56,186
LBO9EWO7T,2022-09-07,2022-12-02,4387.32,NV,Sedan,Backing Collision,V1 was damaged by falling tree during storm,insured,20892,80,1,0,0.21,86
CBW5QQB5I,2020-08-16,2021-05-04,13570.62,IN,Truck,Theft,V2 turned left and struck the side of V1,claimant,17178,59,0,0,0.79,261
92WMSJ9UK,2022-11-27,2023-03-27,900.0,PA,Sedan,Head-on Collision,V2 entered wrong lane and collided with V1,insured,15000,68,2,0,0.06,120
693P483CH,2018-08-23,2018-08-28,58067.8,CO,Van,Head-on Collision,V2 ran a stop sign and hit the side of V1,insured,98420,51,3,0,0.59,5
ELHRX5M8N,2021-01-06,2021-01-11,10025.45,SC,SUV,Weather Damage,V2 rear-ended V1 while stopped at a red light,insured,23315,36,2,1,0.43,5
ZF6YXIS81,2019-11-29,2019-12-04,9000.0,MA,SUV,Backing Collision,V1 was missing after being parked overnight,claimant,15000,18,1,0,0.6,5
HBUDU7XX9,2020-07-01,2021-07-01,9000.0,TX,Coupe,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,insured,100000,74,2,0,0.09,365
IGD40CM0T,2019-01-05,2019-01-10,1350.0,OR,Van,Head-on Collision,V1 struck V2 while reversing from parking spot,claimant,15000,49,1,0,0.09,5
U2AQHKNQJ,2022-12-18,2023-09-14,6475.5,FL,Van,Backing Collision,V2 turned left and struck the side of V1,claimant,21585,46,5,0,0.3,270
GE0UTX7R0,2022-10-17,2022-10-22,65000.0,CO,Coupe,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,claimant,100000,79,4,1,0.65,5
7VPPM86CX,2019-03-24,2019-12-05,150.0,CO,SUV,Rear-end Collision,V1 was damaged by falling tree during storm,insured,15000,60,1,0,0.01,256
OTX76D2KJ,2021-03-12,2021-05-30,2400.0,OR,Van,Rear-end Collision,V1 was damaged by falling tree during storm,insured,15000,30,2,0,0.16,79
RZCV3HRQA,2022-07-09,2023-02-11,12974.02,WV,Coupe,Rear-end Collision,V1 was reported stolen from insured’s driveway,claimant,22369,23,0,0,0.58,217
9VZEOX981,2020-03-25,2020-06-09,1200.0,CT,Coupe,Head-on Collision,V2 turned left and struck the side of V1,insured,15000,75,0,0,0.08,76
BF8W80UXN,2022-03-21,2023-02-22,64902.84,AK,Coupe,Theft,V1 was missing after being parked overnight,claimant,88908,52,0,0,0.73,338
3E6OQE09O,2021-01-19,2021-10-27,7800.0,WV,Sedan,Head-on Collision,V2 was behind V1 when it began backing up,claimant,15000,59,5,0,0.52,281
8A906K37E,2018-08-27,2019-02-19,10558.55,VI,Truck,Theft,V2 entered wrong lane and collided with V1,insured,22465,47,5,0,0.47,176
4EY9JVB6H,2019-11-21,2019-12-28,7350.0,IN,Van,Theft,Hailstorm caused significant roof and hood damage to V1,insured,15000,79,5,0,0.49,37
PPHPM0D5W,2022-05-15,2022-12-23,15000.0,OH,Sedan,Weather Damage,V2 crossed centerline and hit V1 head-on,insured,15000,54,4,1,1.0,222
LWJOJAFI4,2021-04-18,2021-08-28,24495.75,VT,Sedan,Weather Damage,V1 was damaged by falling tree during storm,claimant,42975,49,1,0,0.57,132
CKOM5F33D,2020-08-13,2020-11-16,11400.0,MT,Truck,Side-impact,V1 struck V2 while reversing from parking spot,claimant,15000,28,5,0,0.76,95
NREHU2M6N,2022-08-29,2023-07-06,11607.12,KY,Sedan,Rear-end Collision,V1 was missing after being parked overnight,insured,20727,50,1,0,0.56,311
WMUFGYN53,2022-02-08,2023-01-01,23471.68,GA,Van,Backing Collision,V2 ran a stop sign and hit the side of V1,claimant,28624,71,0,0,0.82,327
KBH423L90,2019-01-02,2019-12-29,2250.0,FL,Sedan,Side-impact,V2 was behind V1 when it began backing up,insured,15000,62,4,0,0.15,361
MCZH7827J,2021-03-19,2021-10-31,24604.62,UT,Van,Head-on Collision,V2 was behind V1 when it began backing up,insured,43166,63,3,0,0.57,226
TRG6IAQII,2020-11-27,2020-12-18,4635.55,SC,SUV,Theft,V2 turned left and struck the side of V1,claimant,92711,35,3,1,0.05,21
JNN0DYK3F,2019-07-12,2020-06-03,72000.0,VT,Coupe,Theft,V2 entered wrong lane and collided with V1,insured,100000,63,5,0,0.72,327
DJ2QSVLC5,2018-05-26,2019-03-23,12600.0,SC,Van,Backing Collision,Hailstorm caused significant roof and hood damage to V1,insured,15000,23,1,0,0.84,301
AALIRPDGZ,2020-01-31,2020-03-20,66481.2,CO,Coupe,Weather Damage,V1 was reported stolen from insured’s driveway,insured,92335,35,2,0,0.72,49
2SC0T8DHD,2022-10-12,2023-05-24,5989.2,OH,Coupe,Head-on Collision,V2 entered wrong lane and collided with V1,insured,21390,77,1,0,0.28,224
DCIROW8A2,2021-11-04,2021-11-09,8959.17,ND,Coupe,Head-on Collision,V2 turned left and struck the side of V1,claimant,27149,74,1,0,0.33,5
CQBYWLKLQ,2019-07-14,2019-07-19,18000.0,GA,Sedan,Weather Damage,V1 was damaged by falling tree during storm,insured,100000,50,4,1,0.18,5
BXXA53XI3,2022-08-15,2022-10-20,24667.17,AZ,Sedan,Rear-end Collision,V2 crossed centerline and hit V1 head-on,insured,48367,19,5,0,0.51,66
C7G0ABGB8,2022-05-19,2022-05-24,11850.0,AK,SUV,Weather Damage,V2 turned left and struck the side of V1,insured,15000,24,1,0,0.79,5
PMX76AL3G,2019-12-26,2019-12-31,40596.13,DE,Coupe,Head-on Collision,V2 rear-ended V1 while stopped at a red light,insured,48911,77,4,1,0.83,5
0D2AOBLJ0,2020-07-13,2020-07-30,38758.8,GA,Van,Theft,V2 turned left and struck the side of V1,insured,96897,50,5,0,0.4,17
UA9O6H0FE,2018-02-02,2018-04-05,13965.84,SC,Van,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,19397,79,3,0,0.72,62
EB9I9EXBN,2022-07-06,2022-08-04,15727.6,AS,Van,Theft,V1 was reported stolen from insured’s driveway,insured,19180,54,0,0,0.82,29
XDXWBC1JL,2020-09-25,2021-09-25,56221.38,WV,SUV,Side-impact,V2 crossed centerline and hit V1 head-on,insured,98634,61,1,0,0.57,365
IDIGGN92F,2018-10-18,2019-04-30,12741.6,AZ,Truck,Theft,V2 turned left and struck the side of V1,claimant,15927,64,3,1,0.8,194
0J3OKEKSK,2018-12-26,2019-07-13,174.09,KY,Coupe,Backing Collision,Hailstorm caused significant roof and hood damage to V1,insured,17409,66,5,0,0.01,199
2VPAJSPJ0,2020-02-18,2020-02-23,71000.0,KY,Coupe,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,100000,31,1,0,0.71,5
0VMPQYW5I,2018-03-18,2018-09-21,15000.0,SD,Van,Theft,V1 was missing after being parked overnight,claimant,15000,52,0,1,1.0,187
XTWGQIO1M,2019-08-02,2020-04-24,11850.0,UT,Coupe,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,15000,57,1,0,0.79,266
GN8NL4J1O,2020-07-05,2020-11-04,68000.0,WA,Sedan,Backing Collision,V1 was reported stolen from insured’s driveway,claimant,100000,60,1,0,0.68,122
F25SWOKJ2,2019-07-03,2019-07-31,15996.15,IN,Truck,Weather Damage,Hailstorm caused significant roof and hood damage to V1,claimant,94095,51,5,1,0.17,28
NI4ZF5187,2021-03-12,2021-06-18,3080.61,OR,SUV,Head-on Collision,V2 was behind V1 when it began backing up,claimant,23697,57,1,0,0.13,98
OZYMUZZO1,2021-08-13,2021-08-18,87716.64,NV,Sedan,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,99678,29,1,1,0.88,5
5U50FH61N,2022-07-12,2023-07-12,7650.0,ID,Truck,Theft,V2 ran a stop sign and hit the side of V1,insured,15000,25,4,0,0.51,365
7FDRFQX78,2018-04-02,2018-07-12,78466.62,NV,Van,Weather Damage,V1 was missing after being parked overnight,insured,95691,57,3,1,0.82,101
0TIJ7KTSP,2018-12-03,2019-09-21,1567.26,FL,Coupe,Rear-end Collision,V1 was reported stolen from insured’s driveway,claimant,52242,53,1,0,0.03,292
YA2OTKQXW,2018-10-19,2019-10-19,6000.0,VT,Truck,Weather Damage,V2 entered wrong lane and collided with V1,insured,100000,69,1,0,0.06,365
112CD4YSD,2018-09-05,2018-09-10,21998.81,NE,SUV,Weather Damage,V2 ran a stop sign and hit the side of V1,claimant,95647,64,1,1,0.23,5
6SHQBA3RN,2018-12-23,2019-09-27,5815.42,OH,Van,Backing Collision,V1 was damaged by falling tree during storm,insured,22367,71,1,0,0.26,278
QF3ADTPRT,2018-07-21,2018-09-30,25975.95,NE,Van,Rear-end Collision,V2 failed to stop and struck V1 from behind,insured,28545,70,0,0,0.91,71
ZUF0UE99O,2021-12-09,2022-03-11,1000.0,GA,SUV,Rear-end Collision,V2 failed to stop and struck V1 from behind,insured,100000,52,1,0,0.01,92
H12PGX409,2022-10-26,2023-09-08,6930.72,SC,Sedan,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,19252,25,4,0,0.36,317
WNZMO7GDE,2020-12-01,2021-07-26,59102.72,OR,SUV,Theft,V1 was missing after being parked overnight,insured,92348,80,0,0,0.64,237
74V6AOUSX,2019-07-25,2020-07-24,150.0,OR,Coupe,Backing Collision,V2 turned left and struck the side of V1,insured,15000,55,5,0,0.01,365
9DXZNKQWQ,2021-09-05,2022-08-05,30101.76,WV,Sedan,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,44928,59,1,0,0.67,334
YO6ILVB8D,2019-05-30,2019-09-14,10800.0,OR,Van,Theft,Hailstorm caused significant roof and hood damage to V1,insured,15000,60,0,0,0.72,107
M1AOZUJV1,2019-09-28,2019-11-03,32573.32,IN,Truck,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,44018,31,1,0,0.74,36
CIJJRX3XH,2022-10-31,2023-09-16,66000.0,WA,SUV,Side-impact,V2 turned left and struck the side of V1,claimant,100000,51,3,0,0.66,320
YTDBU2J08,2021-03-12,2021-06-02,62541.64,SC,Coupe,Theft,V1 struck V2 while reversing from parking spot,claimant,91973,63,2,1,0.68,82
5RHCJTDAK,2019-02-01,2019-06-11,7723.52,AK,Coupe,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,27584,39,3,0,0.28,130
XVX1BL6F6,2022-08-03,2022-08-08,8424.45,VT,SUV,Rear-end Collision,V2 entered wrong lane and collided with V1,insured,18721,57,0,0,0.45,5
FU547OTB8,2018-09-21,2019-09-16,95000.0,ND,Truck,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,100000,20,5,1,0.95,360
5VIF81J67,2019-10-03,2020-06-04,13495.02,VT,Coupe,Side-impact,V2 was behind V1 when it began backing up,claimant,96393,68,5,0,0.14,245
KJFCLCCR9,2021-05-05,2021-10-31,30000.0,IL,Sedan,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,claimant,100000,66,0,0,0.3,179
D47D7NC2D,2019-01-28,2019-03-31,992.77,IA,SUV,Head-on Collision,V2 turned left and struck the side of V1,claimant,99277,58,5,0,0.01,62
ZDRHEZUL4,2020-11-01,2021-01-10,24898.55,KY,SUV,Rear-end Collision,V2 failed to stop and struck V1 from behind,insured,26209,74,5,0,0.95,70
AE6YA8S2D,2020-04-25,2020-12-30,21745.92,NE,Van,Side-impact,V2 failed to stop and struck V1 from behind,claimant,90608,34,5,0,0.24,249
DET4KERZ1,2020-06-11,2020-08-29,5436.53,NV,Coupe,Theft,V1 was damaged by falling tree during storm,claimant,49423,66,5,1,0.11,79
V8RSRKPVI,2019-02-19,2019-09-07,75215.11,PA,Van,Theft,V1 struck V2 while reversing from parking spot,insured,95209,45,0,0,0.79,200
2C7RWE9EU,2022-04-30,2022-07-13,14341.08,AL,Sedan,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,insured,18386,52,0,0,0.78,74
KIFM5CI7H,2019-08-11,2020-04-25,56712.15,WA,Coupe,Weather Damage,V1 was reported stolen from insured’s driveway,claimant,99495,18,0,0,0.57,258
BVPXNOJMG,2021-04-02,2021-12-19,20861.0,AK,Sedan,Side-impact,V2 rear-ended V1 while stopped at a red light,claimant,20861,62,1,0,1.0,261
L1RLCFNR3,2019-11-28,2020-04-19,3577.56,ND,SUV,Theft,Hailstorm caused significant roof and hood damage to V1,claimant,25554,65,5,1,0.14,143
7QTZJS6PV,2021-08-25,2021-11-25,5400.0,DC,Truck,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,15000,45,3,0,0.36,92
S9V9BD9ZM,2020-02-10,2021-02-09,32803.2,CO,Coupe,Rear-end Collision,V2 ran a stop sign and hit the side of V1,insured,48960,23,5,0,0.67,365
Q77HNS54G,2018-07-21,2019-03-20,17880.6,UT,SUV,Side-impact,V2 turned left and struck the side of V1,claimant,21036,35,0,0,0.85,242
WDFO1NNJ5,2021-07-27,2022-05-23,9901.08,IN,Truck,Theft,V1 was damaged by falling tree during storm,claimant,15716,54,1,0,0.63,300
RXC4XJ4A3,2021-11-28,2022-06-16,529.03,UT,Truck,Rear-end Collision,V1 was missing after being parked overnight,claimant,52903,18,2,0,0.01,200
S8PGBZQ35,2019-01-27,2019-02-01,67000.0,DC,Coupe,Backing Collision,V1 was reported stolen from insured’s driveway,insured,100000,47,1,0,0.67,5
AW3OVY92D,2019-07-29,2019-10-27,185.65,PA,SUV,Side-impact,V1 was reported stolen from insured’s driveway,claimant,18565,38,2,0,0.01,90
EFQGSEM2F,2019-10-18,2020-08-27,6811.63,AK,Truck,Head-on Collision,V2 was behind V1 when it began backing up,claimant,97309,35,5,0,0.07,314
ITGUKTQ5S,2021-06-15,2022-03-03,12750.0,VT,Sedan,Side-impact,V2 turned left and struck the side of V1,insured,15000,29,0,0,0.85,261
MVVBJB1JV,2020-11-21,2021-11-21,4461.1,VT,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,claimant,89222,28,1,0,0.05,365
EN2Z7MB41,2022-04-18,2022-09-17,175.39,SD,Sedan,Rear-end Collision,V1 was missing after being parked overnight,claimant,17539,71,2,0,0.01,152
G877FXV7A,2022-01-06,2022-03-30,12228.87,MA,Coupe,Backing Collision,V2 entered wrong lane and collided with V1,claimant,17723,45,5,0,0.69,83
7KX7MR9VQ,2021-06-02,2021-08-12,8700.0,GA,Truck,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,15000,18,1,0,0.58,71
IET4AKW6Z,2021-05-04,2022-01-05,54853.38,IL,Truck,Weather Damage,V1 was damaged by falling tree during storm,insured,96234,70,4,0,0.57,246
LKW5E11DX,2019-11-15,2020-09-18,16889.22,MA,SUV,Theft,V2 was behind V1 when it began backing up,claimant,93829,77,3,1,0.18,308
KU2K5EBDS,2020-04-13,2020-08-06,214.83,VT,SUV,Weather Damage,V2 failed to stop and struck V1 from behind,insured,21483,18,3,0,0.01,115
